date,depart,daylight,tmax,tmin,tavg,dew_point,wet_bulb,heat,cool,precip_total,stn_pressure,sea_level,result_speed,result_dir,avg_speed
2008-06-01,0,1501,72.5,54.5,63.0,46.5,55.0,1.0,0.0,0.0,29.26,29.94,5.1,9.0,5.65
2008-06-02,7,1501,85.5,58.5,72.0,52.5,60.5,0.0,7.0,0.0,29.18,29.88,1.8,10.5,5.25
2008-06-03,-2,1503,71.5,56.0,63.5,56.5,58.5,1.5,0.5,0.72,28.99,29.68,6.25,3.5,7.95
2008-06-04,2,1504,78.0,56.5,67.0,60.0,62.5,0.0,2.5,0.01,28.92,29.61,3.8,4.5,4.75
2008-06-05,9,1506,87.5,64.0,75.5,68.5,71.5,0.0,11.0,0.43,29.03,29.7,12.35,20.0,13.9
2008-06-06,14,1506,86.5,73.0,79.5,68.5,72.0,0.0,15.0,0.02,29.1,29.76,20.15,20.0,20.5
2008-06-07,11,1507,84.5,70.5,77.5,71.0,73.0,0.0,12.5,0.09,29.2,29.86,12.15,19.0,12.8
2008-06-08,9,1508,86.0,64.5,75.0,68.5,70.5,0.0,10.5,1.27,29.14,29.8,5.35,18.5,11.85
2008-06-09,4,1509,74.0,65.0,69.0,64.0,66.0,0.0,5.0,0.18,29.14,29.81,6.4,22.5,8.25
2008-06-10,2,1510,79.5,59.5,69.5,56.0,62.0,0.0,4.5,0.0,29.22,29.88,9.05,25.0,10.0
2008-06-11,7,1510,86.0,63.5,74.5,55.5,64.0,0.0,10.0,0.0,29.31,29.98,9.15,18.0,10.2
2008-06-12,14,1511,91.0,73.0,82.0,63.0,69.5,0.0,17.0,0.0,29.23,29.9,15.45,18.0,15.7
2008-06-13,6,1511,82.0,65.5,73.5,62.5,66.0,0.0,9.0,0.29,29.24,29.92,9.25,22.5,10.35
2008-06-14,4,1512,84.0,60.0,71.5,52.5,61.5,0.0,7.5,0.0,29.26,29.93,8.5,24.0,9.05
2008-06-15,3,1512,81.5,60.5,71.0,60.0,64.0,0.0,6.0,0.24,29.19,29.84,8.25,24.0,9.75
2008-06-16,-3,1513,73.0,59.5,66.0,49.0,57.0,0.0,1.5,0.0,29.22,29.9,10.75,31.0,11.35
2008-06-17,-3,1513,76.0,55.5,65.5,46.0,55.0,0.0,1.0,0.0,29.29,29.96,10.45,30.0,11.0
2008-06-18,-3,1513,76.0,57.0,66.0,48.5,56.0,0.0,2.0,0.0,29.24,29.92,4.9,4.0,7.4
2008-06-19,-3,1514,80.5,53.5,66.5,46.5,56.5,0.0,2.5,0.0,29.24,29.92,1.65,19.5,5.25
2008-06-20,0,1514,82.5,59.0,70.5,52.5,59.5,0.0,6.0,0.06,29.28,29.96,6.6,22.5,7.55
2008-06-21,2,1514,82.5,61.5,71.5,52.5,61.0,0.0,7.5,0.01,29.26,29.94,6.35,29.0,7.35
2008-06-22,0,1514,81.5,59.0,70.0,52.5,59.5,0.0,5.5,0.09,29.2,29.88,2.2,32.5,4.75
2008-06-23,-3,1514,76.5,56.5,66.0,54.0,59.0,0.0,2.0,0.0,29.35,30.04,3.85,3.5,6.4
2008-06-24,-2,1514,82.0,56.0,68.5,52.5,60.0,0.0,4.5,0.0,29.46,30.14,4.7,18.0,5.6
2008-06-25,2,1514,79.0,66.5,72.5,64.5,67.5,0.0,8.0,0.1,29.31,29.98,7.75,21.5,8.9
2008-06-26,7,1513,86.5,70.5,78.5,66.5,70.5,0.0,13.5,0.0,29.18,29.85,6.55,25.5,7.55
2008-06-27,4,1513,84.5,67.5,76.0,67.0,70.0,0.0,11.0,0.0,29.08,29.75,7.5,21.5,8.25
2008-06-28,3,1512,83.5,65.0,74.0,55.0,63.0,0.0,9.5,0.02,29.02,29.68,12.7,25.5,13.85
2008-06-29,-3,1512,76.0,60.5,68.0,58.0,61.0,0.0,3.5,0.4,29.1,29.76,7.6,30.5,9.9
2008-06-30,-2,1512,80.5,59.0,69.5,49.5,58.0,0.0,5.0,0.0,29.31,29.97,5.75,34.5,9.35
2008-07-01,-1,1511,83.5,57.5,70.0,50.5,60.0,0.0,6.0,0.0,29.27,29.96,8.15,23.5,8.15
2008-07-02,3,1511,88.0,63.0,75.5,62.0,66.5,0.0,10.5,0.16,29.12,29.78,8.05,23.5,12.45
2008-07-03,-9,1510,71.0,57.0,64.0,51.0,57.0,1.0,0.0,0.0,29.36,30.02,12.45,3.0,12.75
2008-07-04,-8,1508,75.5,55.0,65.0,50.0,57.5,0.5,1.0,0.0,29.38,30.06,6.25,5.5,7.05
2008-07-05,-5,1508,79.5,55.5,67.5,52.0,59.5,0.0,2.5,0.0,29.34,30.02,4.65,8.5,6.35
2008-07-06,1,1507,87.5,61.0,74.0,57.5,65.0,0.0,9.5,0.0,29.24,29.93,8.8,19.0,9.15
2008-07-07,7,1507,87.0,72.5,79.5,67.5,71.0,0.0,15.0,0.07,29.18,29.86,10.85,21.5,11.65
2008-07-08,5,1505,85.5,58.0,71.5,67.5,71.0,0.0,7.0,0.16,29.13,29.8,7.6,25.0,8.7
2008-07-09,3,1504,85.0,67.0,76.0,55.0,63.5,0.0,11.0,0.0,29.28,29.94,8.8,31.5,9.7
2008-07-10,0,1504,83.0,64.0,73.5,62.5,66.5,0.0,8.5,0.57,29.3,29.98,8.3,23.0,8.9
2008-07-11,3,1502,88.5,64.0,76.0,65.0,69.0,0.0,11.5,0.18,29.26,29.96,4.45,19.5,7.95
2008-07-12,0,1501,82.0,65.5,73.5,63.5,66.5,0.0,9.0,0.69,29.22,29.88,8.05,26.0,10.65
2008-07-13,-2,1499,79.0,61.5,70.0,53.5,61.0,0.0,5.5,0.0,29.15,29.84,12.85,27.0,13.1
2008-07-14,0,1499,84.0,62.0,73.0,54.0,62.0,0.0,8.0,0.0,29.25,29.91,3.2,29.0,7.45
2008-07-15,2,1497,90.5,64.0,77.0,62.5,68.5,0.0,12.5,0.0,29.33,29.99,7.3,22.5,7.85
2008-07-16,7,1495,90.5,72.0,81.0,66.5,70.5,0.0,16.5,0.0,29.42,30.08,5.1,22.0,7.3
2008-07-17,6,1494,89.5,72.5,81.0,66.0,71.0,0.0,16.0,0.0,29.36,30.04,8.75,22.0,9.15
2008-07-18,6,1492,88.5,73.5,81.0,67.5,71.5,0.0,16.0,0.02,29.27,29.94,4.7,22.5,6.8
2008-07-19,-1,1490,79.0,68.5,73.5,69.0,70.0,0.0,9.0,1.42,29.22,29.9,1.55,28.0,5.85
2008-07-20,3,1490,86.0,68.0,77.0,68.0,71.0,0.0,12.0,0.58,29.22,29.9,5.3,26.0,6.35
2008-07-21,2,1488,83.5,69.0,76.0,65.5,68.5,0.0,11.5,0.13,29.24,29.91,2.85,2.5,7.7
2008-07-22,-4,1486,76.0,64.5,70.0,60.0,64.0,0.0,5.5,0.03,29.34,29.99,8.4,3.0,9.0
2008-07-23,-3,1484,81.0,60.0,70.0,52.0,60.5,0.0,6.0,0.0,29.42,30.09,7.95,19.0,8.9
2008-07-24,-3,1482,82.0,59.5,70.5,52.5,61.0,0.0,6.0,0.0,29.36,30.04,4.1,24.0,4.55
2008-07-25,-2,1480,83.0,63.0,72.5,63.0,67.0,0.0,8.5,0.0,29.3,29.98,6.15,22.5,7.25
2008-07-26,1,1479,84.5,66.0,75.0,58.0,65.5,0.0,10.5,0.0,29.25,29.93,7.7,30.5,8.4
2008-07-27,-1,1477,83.0,62.5,72.5,58.0,64.5,0.0,8.0,0.0,29.19,29.88,5.9,24.0,6.75
2008-07-28,2,1475,84.5,68.0,76.0,63.0,67.5,0.0,11.5,0.0,29.18,29.86,4.2,8.5,6.25
2008-07-29,3,1473,88.5,67.5,77.5,67.0,70.5,0.0,13.5,0.14,29.18,29.84,6.15,20.0,7.9
2008-07-30,7,1471,89.5,72.0,80.5,66.0,70.5,0.0,16.0,0.0,29.07,29.74,8.3,27.0,9.15
2008-07-31,7,1469,89.0,71.5,80.0,68.0,71.0,0.0,15.5,0.32,29.08,29.75,5.25,27.0,6.35
2008-08-01,6,1466,89.0,70.0,79.0,68.5,72.5,0.0,15.0,0.52,29.12,29.78,2.5,18.5,4.65
2008-08-02,0,1464,80.5,66.5,73.5,59.5,65.0,0.0,8.5,0.0,29.26,29.92,8.5,3.0,9.2
2008-08-03,0,1462,84.5,62.0,73.0,61.0,66.5,0.0,8.5,0.0,29.27,29.95,5.25,18.5,6.25
2008-08-04,6,1460,87.5,69.5,78.0,68.5,70.5,0.0,14.0,1.51,29.21,29.9,3.0,18.5,9.05
2008-08-05,5,1458,87.5,70.0,78.5,68.0,71.5,0.0,14.0,0.04,29.27,29.92,4.55,31.0,6.85
2008-08-06,3,1456,84.0,67.0,75.0,60.0,66.0,0.0,11.0,0.0,29.32,29.99,6.1,29.5,7.5
2008-08-07,0,1453,81.5,63.5,72.5,56.5,63.0,0.0,7.5,0.0,29.28,29.97,7.45,34.5,9.25
2008-08-08,-2,1451,78.5,63.5,71.0,54.0,61.0,0.0,6.0,0.0,29.32,30.0,4.0,1.5,7.05
2008-08-09,-2,1449,79.0,61.5,70.0,58.0,62.5,0.0,5.5,0.0,29.22,29.92,3.2,29.5,9.3
2008-08-10,-7,1446,74.0,59.5,66.5,52.5,58.5,0.0,2.0,0.0,29.34,30.01,9.3,2.0,9.45
2008-08-11,-5,1404,76.5,59.5,68.0,57.0,61.5,0.0,3.0,0.0,29.33,30.02,3.7,5.0,6.2
2008-08-12,-4,1402,77.0,61.5,69.0,57.0,62.0,0.0,4.5,0.0,29.2,29.9,3.3,10.0,3.9
2008-08-13,0,1399,78.0,66.0,71.5,59.0,63.0,0.0,7.5,0.03,29.14,29.83,3.05,7.5,4.9
2008-08-14,-1,1397,78.5,64.0,71.0,60.0,64.0,0.0,6.5,0.0,29.26,29.92,7.5,3.0,8.15
2008-08-15,-2,1395,78.0,61.0,69.0,54.5,61.0,0.0,5.0,0.0,29.46,30.12,7.2,3.5,8.5
2008-08-16,-1,1352,82.5,58.5,70.0,53.0,61.0,0.0,6.0,0.0,29.43,30.12,5.6,29.0,6.45
2008-08-17,2,1350,84.5,63.0,73.5,59.5,65.0,0.0,9.0,0.0,29.31,30.01,8.2,25.5,8.4
2008-08-18,3,1347,85.0,65.0,75.0,57.5,64.5,0.0,10.0,0.0,29.3,29.98,6.9,26.5,7.2
2008-08-19,2,1345,83.0,64.0,73.0,64.0,67.5,0.0,9.0,0.0,29.4,30.06,5.4,4.5,6.35
2008-08-20,2,1342,81.0,66.0,73.5,59.5,65.0,0.0,8.5,0.0,29.43,30.11,6.65,9.5,7.55
2008-08-21,4,1340,82.0,68.5,75.0,60.5,66.0,0.0,10.5,0.0,29.34,30.02,6.5,14.5,8.05
2008-08-22,7,1337,83.5,73.5,78.0,68.5,71.5,0.0,14.0,0.04,29.36,30.02,11.9,19.0,12.15
2008-08-23,7,1334,88.5,68.5,78.0,67.0,70.5,0.0,14.0,0.0,29.34,30.01,7.95,24.5,9.5
2008-08-24,-1,1331,77.5,64.0,70.5,57.0,62.5,0.0,6.0,0.0,29.36,30.04,8.2,3.0,9.85
2008-08-25,-1,1329,74.0,65.0,69.5,55.0,60.5,0.0,4.5,0.0,29.38,30.07,11.9,5.0,12.25
2008-08-26,-1,1326,75.5,61.0,68.0,54.5,60.5,0.0,3.5,0.0,29.32,30.02,7.8,7.0,8.95
2008-08-27,2,1323,82.5,60.5,71.5,56.5,63.0,0.0,6.5,0.0,29.22,29.92,4.4,8.0,5.3
2008-08-28,2,1321,80.5,65.0,72.5,64.5,67.5,0.0,8.0,0.04,29.12,29.81,5.7,19.0,6.6
2008-08-29,5,1318,84.5,65.5,74.5,59.5,65.5,0.0,10.5,0.02,29.26,29.92,3.55,18.5,6.3
2008-08-30,2,1316,87.0,58.5,72.5,55.0,63.0,0.0,8.0,0.0,29.42,30.08,2.3,23.5,3.5
2008-08-31,6,1313,89.5,62.5,76.0,56.5,64.5,0.0,11.0,0.0,29.44,30.12,4.8,12.5,5.3
2008-09-01,8,1310,89.5,64.5,77.0,54.0,63.5,0.0,12.0,0.0,29.4,30.08,7.35,13.0,7.8
2008-09-02,12,1308,94.5,66.5,80.0,61.0,68.0,0.0,16.0,0.0,29.34,30.01,3.0,19.0,4.45
2008-09-03,4,1305,77.0,67.0,71.5,61.0,64.5,0.0,7.5,0.01,29.32,30.0,10.5,1.0,11.25
2008-09-04,-4,1302,67.5,62.0,64.5,62.0,63.0,0.5,0.5,2.79,29.1,29.81,11.4,3.0,12.3
2008-09-05,-3,1300,69.0,57.5,63.0,57.0,59.5,1.5,0.0,0.0,29.25,29.92,5.1,33.0,5.8
2008-09-06,-3,1297,74.0,54.5,64.0,54.0,58.5,0.5,0.0,0.0,29.31,29.98,5.0,27.5,5.4
2008-09-07,-2,1294,74.0,56.5,65.0,51.5,57.5,0.0,0.5,0.0,29.38,30.06,6.7,26.0,7.0
2008-09-08,-6,1291,68.5,52.5,60.0,53.0,55.5,4.0,0.0,1.12,29.43,30.1,4.75,33.5,6.55
2008-09-09,-7,1289,68.5,49.0,58.5,45.5,52.0,6.0,0.0,0.0,29.48,30.17,3.5,36.0,6.15
2008-09-10,-6,1286,72.0,49.0,60.5,47.5,54.0,4.5,0.0,0.0,29.5,30.2,4.15,14.0,5.0
2008-09-11,2,1283,79.0,56.0,67.5,57.0,61.5,0.0,2.5,0.0,29.36,30.08,8.75,18.0,9.6
2008-09-12,6,1281,73.0,69.0,71.0,67.5,68.5,0.0,6.0,0.5,29.25,29.96,6.3,22.5,6.95
2008-09-13,7,1278,76.0,68.5,72.0,70.0,71.0,0.0,7.5,4.85,29.0,29.7,6.8,21.5,9.4
2008-09-14,1,1275,72.0,58.0,65.0,61.5,62.5,0.0,0.0,1.6,28.99,29.66,7.45,31.5,10.0
2008-09-15,-6,1272,64.0,54.0,59.0,52.0,55.5,6.0,0.0,0.0,29.44,30.1,5.8,33.5,6.2
2008-09-16,-4,1228,71.0,49.5,60.0,50.0,55.0,4.5,0.0,0.0,29.49,30.18,5.3,23.5,6.0
2008-09-17,6,1225,82.5,57.5,69.5,56.0,60.5,0.0,5.5,0.0,29.49,30.18,2.15,28.5,7.55
2008-09-18,1,1221,74.0,59.0,66.5,55.5,60.0,0.0,1.5,0.0,29.59,30.28,6.65,9.0,7.55
2008-09-19,3,1219,78.0,56.0,66.5,53.5,59.5,0.0,2.5,0.0,29.49,30.2,5.95,18.5,6.4
2008-09-20,7,1216,82.0,57.5,69.5,56.5,61.5,0.0,5.0,0.0,29.48,30.16,2.0,14.0,3.0
2008-09-21,7,1213,80.0,59.0,69.5,61.0,64.5,0.0,4.5,0.0,29.58,30.25,3.4,7.0,3.9
2008-09-22,9,1210,81.5,62.0,71.5,59.0,64.0,0.0,7.0,0.0,29.62,30.3,6.8,11.5,7.65
2008-09-23,10,1208,82.5,61.0,71.5,56.5,62.5,0.0,7.0,0.0,29.59,30.28,6.8,15.0,7.65
2008-09-24,9,1205,82.0,59.5,70.5,58.0,63.0,0.0,6.0,0.1,29.57,30.26,2.65,22.0,4.75
2008-09-25,9,1202,77.5,64.5,71.0,61.0,64.5,0.0,6.0,0.0,29.56,30.26,6.15,4.0,6.75
2008-09-26,9,1199,78.5,59.5,69.0,54.5,60.5,0.0,4.0,0.0,29.44,30.15,3.25,6.0,4.45
2008-09-27,7,1197,80.5,54.0,67.0,54.0,60.0,0.0,2.5,0.0,29.36,30.05,1.3,5.0,2.9
2008-09-28,4,1194,68.5,58.5,63.0,57.0,60.0,1.0,0.0,0.0,29.44,30.12,7.25,4.0,7.6
2008-09-29,0,1191,64.5,55.0,59.5,56.0,58.0,5.0,0.0,0.46,29.28,29.99,2.55,33.0,4.6
2008-09-30,-5,1188,60.0,48.0,53.5,44.5,49.5,10.5,0.0,0.0,29.24,29.94,10.35,31.0,10.5
2008-10-01,-4,1186,61.5,46.0,53.5,40.5,47.0,11.0,0.0,0.0,29.27,29.96,11.05,33.0,11.05
2008-10-02,-6,1183,61.5,42.5,51.5,40.0,47.0,12.5,0.0,0.0,29.21,29.92,9.1,28.0,9.65
2008-10-03,-5,1180,59.5,46.5,53.0,42.5,48.0,12.0,0.0,0.01,29.37,30.04,6.25,4.5,8.0
2008-10-04,-7,1177,60.5,40.0,50.0,38.5,45.5,14.5,0.0,0.0,29.54,30.23,3.15,11.0,4.35
2008-10-05,-6,1174,61.0,43.5,52.0,42.0,48.5,12.5,0.0,0.04,29.54,30.24,6.05,11.0,6.9
2008-10-06,6,1171,69.5,55.0,62.0,46.5,54.0,2.5,0.0,0.0,29.52,30.23,9.7,11.5,9.9
2008-10-07,4,1169,64.0,56.0,59.5,52.0,56.0,4.5,0.0,0.83,29.28,30.01,9.9,13.5,11.1
2008-10-08,1,1166,63.5,51.0,57.0,51.5,54.5,7.5,0.0,0.24,29.16,29.86,7.45,26.0,8.2
2008-10-09,3,1163,69.0,47.5,58.0,38.5,49.0,6.5,0.0,0.0,29.38,30.05,4.7,29.0,5.3
2008-10-10,2,1161,72.5,44.0,58.0,41.5,50.5,6.5,0.0,0.0,29.49,30.18,5.05,11.0,6.4
2008-10-11,11,1158,79.5,53.0,66.0,50.0,57.0,0.0,1.5,0.0,29.55,30.24,4.05,14.0,5.0
2008-10-12,17,1115,85.0,59.5,72.0,55.0,61.5,0.0,7.5,0.0,29.58,30.26,5.05,15.5,5.7
2008-10-13,16,1112,78.0,62.5,70.0,57.5,63.0,0.0,5.5,0.0,29.5,30.2,8.0,20.0,8.4
2008-10-14,8,1109,69.5,54.0,61.5,43.0,51.5,3.0,0.0,0.0,29.52,30.22,1.75,32.0,7.0
2008-10-15,2,1107,63.5,48.5,56.0,50.5,53.5,9.0,0.0,0.27,29.36,30.06,3.9,32.0,6.55
2008-10-16,-1,1104,59.0,43.5,51.0,38.5,44.5,13.5,0.0,0.0,29.54,30.24,6.4,35.0,7.75
2008-10-17,-2,1101,56.5,43.5,50.0,39.5,45.0,15.0,0.0,0.0,29.56,30.26,6.0,36.0,7.2
2008-10-18,1,1099,60.0,44.5,52.0,40.5,46.0,12.5,0.0,0.1,29.62,30.32,2.25,7.0,5.7
2008-10-19,0,1096,62.0,42.0,52.0,37.0,45.5,13.0,0.0,0.0,29.53,30.24,11.3,19.0,11.65
2008-10-20,-1,1093,55.5,43.5,49.5,42.5,46.5,15.5,0.0,0.24,29.51,30.21,3.6,31.0,7.5
2008-10-21,-3,1090,55.0,38.5,46.5,36.0,42.5,18.0,0.0,0.0,29.67,30.37,6.9,2.5,8.95
2008-10-22,-6,1048,53.0,37.5,45.0,29.5,40.0,19.5,0.0,0.0,29.68,30.4,12.05,12.0,12.85
2008-10-23,1,1045,59.0,40.5,49.5,35.0,43.5,15.0,0.0,0.12,29.53,30.27,11.05,12.0,11.3
2008-10-24,0,1043,55.0,44.5,49.5,44.0,47.0,15.0,0.0,0.48,29.22,29.96,5.45,19.5,6.5
2008-10-25,0,1040,53.0,43.0,48.0,40.5,44.5,17.0,0.0,0.0,29.06,29.78,12.35,22.5,12.75
2008-10-26,-1,1037,56.0,36.5,46.0,33.0,41.0,18.5,0.0,0.0,29.14,29.8,17.35,27.0,18.1
2008-10-27,-8,1035,47.0,33.5,40.0,27.5,35.0,24.5,0.0,0.0,29.54,30.2,13.55,31.0,14.15
2008-10-28,-9,1032,45.0,31.5,38.0,23.0,33.0,26.5,0.0,0.0,29.57,30.3,10.2,30.0,10.6
2008-10-29,-5,1030,51.0,32.5,41.5,24.5,34.5,23.0,0.0,0.0,29.5,30.22,2.7,30.5,6.15
2008-10-30,1,1027,62.5,32.5,47.0,31.5,41.0,17.0,0.0,0.0,29.61,30.32,9.9,19.0,9.9
2008-10-31,13,1024,70.5,48.5,59.5,46.0,51.0,5.5,0.0,0.0,29.6,30.3,5.85,22.0,7.65
2009-05-01,0,1401,61.0,47.0,54.0,41.0,47.5,11.0,0.0,0.03,29.3,29.98,8.25,29.0,8.55
2009-05-02,1,1403,65.5,44.5,55.0,33.5,45.5,10.0,0.0,0.0,29.24,29.94,9.0,26.5,9.35
2009-05-03,3,1405,70.0,44.0,56.5,34.5,47.5,7.5,0.0,0.0,29.22,29.92,4.3,26.0,4.85
2009-05-04,3,1408,70.0,46.0,57.5,35.0,47.5,6.5,0.0,0.0,29.34,30.02,6.8,9.0,8.0
2009-05-05,5,1410,70.5,51.5,61.0,40.5,50.5,4.0,0.0,0.0,29.25,29.95,5.3,12.5,5.95
2009-05-06,8,1413,75.0,53.5,64.0,51.0,55.5,1.0,0.5,0.76,29.09,29.8,6.35,19.0,7.65
2009-05-07,12,1415,77.0,56.0,66.0,52.5,57.5,0.0,2.0,0.11,29.04,29.74,8.35,24.5,9.75
2009-05-08,9,1418,75.5,55.0,65.0,54.0,58.5,0.0,0.5,0.02,28.97,29.68,4.65,20.5,6.05
2009-05-09,-1,1420,63.5,45.5,54.0,44.0,48.5,10.0,0.0,0.0,29.22,29.87,5.75,28.5,11.55
2009-05-10,-2,1422,67.0,41.5,54.0,39.5,46.5,10.5,0.0,0.01,29.44,30.11,4.9,30.0,8.7
2009-05-11,-7,1424,61.0,39.5,50.0,34.5,44.0,14.5,0.0,0.0,29.5,30.2,1.4,7.5,4.55
2009-05-12,-2,1466,71.5,41.5,56.5,33.0,47.0,8.5,0.0,0.0,29.41,30.13,9.2,16.0,9.55
2009-05-13,4,1468,70.5,53.5,61.5,57.0,59.0,2.5,0.0,0.79,29.04,29.76,13.65,18.5,15.6
2009-05-14,3,1470,68.5,54.0,61.0,44.0,52.5,3.5,0.0,0.0,29.34,30.0,10.8,27.0,11.0
2009-05-15,-1,1472,62.0,53.5,57.5,51.5,54.5,7.0,0.0,0.54,29.31,29.99,5.2,15.5,7.3
2009-05-16,-5,1474,62.0,46.0,53.5,40.5,49.5,10.5,0.0,0.02,29.38,30.05,11.0,29.5,12.45
2009-05-17,-8,1476,61.0,40.0,50.5,27.5,42.0,14.5,0.0,0.0,29.64,30.32,1.75,21.0,6.35
2009-05-18,-7,1478,66.5,42.5,54.5,31.5,45.0,10.5,0.0,0.0,29.58,30.3,9.45,19.0,9.7
2009-05-19,6,1480,80.0,53.0,66.5,43.5,54.5,0.0,1.5,0.0,29.52,30.22,12.9,21.0,13.1
2009-05-20,12,1482,84.5,61.0,72.5,43.5,57.0,0.0,8.0,0.0,29.44,30.13,13.15,20.0,13.35
2009-05-21,11,1484,84.5,60.0,72.0,48.5,59.0,0.0,7.5,0.0,29.41,30.09,7.95,24.0,11.85
2009-05-22,0,1486,69.5,54.5,62.0,46.5,53.5,3.0,0.0,0.0,29.48,30.17,10.2,3.5,10.65
2009-05-23,4,1487,79.5,52.5,66.0,50.5,57.5,0.0,1.0,0.0,29.36,30.06,4.5,7.5,5.6
2009-05-24,1,1489,70.5,55.5,63.0,46.5,53.5,2.0,0.0,0.0,29.36,30.06,10.55,3.5,10.9
2009-05-25,-1,1491,65.5,55.0,60.0,44.5,52.0,4.5,0.0,0.06,29.3,30.01,9.5,6.0,10.15
2009-05-26,2,1493,75.0,54.5,64.5,52.5,56.5,0.5,0.5,1.56,29.1,29.82,6.6,5.5,7.3
2009-05-27,2,1494,74.0,56.5,65.0,59.0,61.5,0.5,1.0,0.01,28.98,29.68,5.2,24.0,7.75
2009-05-28,-5,1495,63.0,54.5,58.5,51.0,54.0,6.0,0.0,0.0,29.08,29.76,6.8,29.5,8.2
2009-05-29,-2,1496,75.5,52.5,64.0,49.0,55.0,1.5,0.5,0.0,29.2,29.88,2.35,31.5,6.85
2009-05-30,1,1498,79.0,51.5,65.0,46.0,54.5,0.0,0.5,0.0,29.12,29.8,2.35,28.0,6.7
2009-05-31,-5,1499,72.5,47.0,59.5,42.0,51.0,5.0,0.0,0.0,29.24,29.94,2.8,9.5,5.45
2009-06-01,1,1501,79.0,51.5,65.0,53.5,57.5,0.0,0.5,0.64,29.22,29.88,1.1,34.0,10.55
2009-06-02,-10,1501,60.5,49.0,54.5,46.5,50.5,10.0,0.0,0.09,29.39,30.08,7.85,3.0,8.6
2009-06-03,-12,1503,61.0,45.0,53.0,39.5,47.0,12.0,0.0,0.0,29.44,30.14,10.75,3.0,11.05
2009-06-04,-9,1504,68.0,44.5,56.0,37.5,48.5,8.5,0.0,0.0,29.34,30.05,4.95,4.5,6.15
2009-06-05,-3,1506,79.5,45.5,62.0,43.5,54.0,2.0,0.0,0.0,29.2,29.91,6.05,25.5,6.95
2009-06-06,-9,1506,64.5,53.0,58.5,46.5,51.5,6.0,0.0,0.01,29.23,29.92,5.45,4.0,7.45
2009-06-07,-3,1507,73.5,54.0,63.5,53.5,58.0,1.0,0.0,0.02,29.18,29.86,2.1,9.5,7.3
2009-06-08,0,1508,81.0,53.5,67.0,60.5,64.0,0.0,2.5,0.38,29.08,29.76,6.15,24.5,9.6
2009-06-09,-5,1509,67.0,55.5,61.0,53.0,56.0,3.5,0.0,0.0,29.26,29.94,5.2,7.0,7.1
2009-06-10,-6,1510,67.0,54.5,60.5,49.5,54.0,4.0,0.0,0.02,29.18,29.88,8.25,4.5,8.95
2009-06-11,-8,1510,62.0,53.0,57.0,52.0,54.0,7.0,0.0,0.57,29.14,29.82,9.5,2.0,9.65
2009-06-12,-6,1511,73.0,49.5,61.0,49.0,55.0,3.5,0.0,0.0,29.27,29.95,4.7,6.5,6.25
2009-06-13,-7,1511,67.0,55.0,61.0,51.5,55.0,4.0,0.0,0.32,29.31,29.99,6.55,4.5,7.15
2009-06-14,-4,1512,76.5,52.5,64.5,49.0,57.0,0.5,0.0,0.0,29.32,30.01,4.8,4.5,5.25
2009-06-15,-1,1512,81.0,55.0,68.0,49.0,58.0,0.0,3.0,0.0,29.31,30.0,6.45,9.0,7.05
2009-06-16,-4,1513,71.0,61.5,66.0,56.0,60.5,0.0,1.5,1.15,29.18,29.88,10.75,10.5,11.25
2009-06-17,-3,1513,72.0,62.0,67.0,59.5,62.5,0.0,2.0,0.0,29.18,29.88,2.8,35.0,6.45
2009-06-18,1,1513,80.5,62.0,71.0,63.5,67.0,0.0,6.5,0.12,29.12,29.88,5.2,16.5,6.85
2009-06-19,6,1514,87.0,65.5,76.0,67.5,69.5,0.0,11.5,2.42,29.0,29.69,6.75,18.0,11.05
2009-06-20,8,1514,87.5,68.5,77.5,65.0,70.0,0.0,13.5,0.0,29.1,29.75,8.3,28.5,8.6
2009-06-21,7,1514,85.0,70.5,77.5,63.5,68.5,0.0,13.0,0.0,29.15,29.81,3.05,8.0,3.7
2009-06-22,9,1514,89.0,69.0,78.5,67.0,71.0,0.0,14.5,0.08,29.12,29.78,4.65,11.5,6.4
2009-06-23,13,1514,93.0,73.0,82.5,68.5,73.0,0.0,18.5,0.0,29.19,29.86,2.3,13.5,4.0
2009-06-24,14,1514,93.5,74.0,83.5,68.0,73.0,0.0,19.0,0.41,29.18,29.86,2.0,22.5,5.05
2009-06-25,14,1514,93.5,75.5,84.0,68.5,73.0,0.0,20.0,0.0,29.12,29.78,2.1,29.0,4.75
2009-06-26,7,1513,86.0,70.5,78.0,60.5,63.0,0.0,13.5,0.0,29.22,29.84,6.4,4.0,8.1
2009-06-27,5,1513,89.5,64.5,76.5,60.5,67.0,0.0,12.5,0.18,29.14,29.81,5.55,21.5,6.9
2009-06-28,4,1512,83.0,67.0,74.5,53.0,62.0,0.0,10.5,0.0,29.04,29.72,13.65,29.0,14.1
2009-06-29,-1,1512,77.5,64.0,70.5,54.0,61.0,0.0,6.0,0.0,28.92,29.6,12.8,30.0,13.4
2009-06-30,-9,1512,67.0,60.0,63.0,53.0,57.5,1.0,0.0,0.0,28.98,29.64,8.5,30.0,8.7
2009-07-01,-11,1511,65.0,57.0,61.0,53.0,56.5,4.0,0.0,0.01,29.1,29.76,7.4,31.5,8.05
2009-07-02,-6,1511,73.0,59.5,66.0,54.5,60.0,0.0,1.5,0.0,29.28,29.94,7.05,31.0,8.2
